Booking_Status,Vehicle_Type,Booking_Value,day_of_week,hour
Success,Prime Plus,244,Wednesday,14
Driver Not Found,Prime Sedan,263,Tuesday,1
Driver Not Found,Mini,446,Monday,6
Driver Not Found,Prime SUV,841,Thursday,18
Success,Prime Sedan,786,Monday,12
Success,Prime Plus,2858,Friday,16
Success,eBike,504,Sunday,23
Success,eBike,318,Monday,9
Success,Prime Sedan,479,Monday,0
Success,Mini,305,Friday,13
Success,Prime SUV,467,Sunday,8
Canceled by Driver,Prime Plus,530,Monday,0
Success,Prime Plus,420,Tuesday,15
Success,Prime Sedan,761,Saturday,8
Canceled by Customer,Auto,302,Sunday,18
Canceled by Driver,Prime Plus,299,Thursday,3
Canceled by Customer,Prime Plus,531,Thursday,1
Success,Prime Sedan,897,Thursday,0
Success,Auto,472,Tuesday,8
Success,Prime SUV,326,Friday,0
Success,Bike,856,Sunday,21
Success,eBike,101,Sunday,14
Canceled by Driver,Prime SUV,845,Wednesday,7
Canceled by Driver,Prime Sedan,825,Tuesday,18
Success,Prime Plus,593,Friday,22
Success,Prime Sedan,550,Tuesday,22
Driver Not Found,Bike,199,Monday,7
Canceled by Driver,Bike,842,Tuesday,4
Success,Bike,876,Sunday,8
Success,Auto,350,Sunday,6
Canceled by Customer,Bike,223,Monday,11
Canceled by Customer,Auto,487,Monday,7
Success,Auto,196,Sunday,0
Success,Mini,627,Tuesday,5
Success,Prime SUV,708,Wednesday,14
Success,Bike,194,Tuesday,20
Success,Prime SUV,286,Monday,23
Success,Bike,232,Tuesday,23
Success,Prime Plus,416,Thursday,14
Success,Prime Plus,358,Monday,23
Success,Prime Sedan,110,Tuesday,16
Success,Prime Plus,239,Monday,9
Success,Auto,419,Friday,4
Driver Not Found,eBike,493,Monday,17
Success,Prime Sedan,349,Friday,13
Success,Mini,889,Monday,15
Success,eBike,1712,Wednesday,19
Success,eBike,1444,Wednesday,0
Success,Mini,479,Monday,13
Success,Prime Plus,148,Tuesday,5
Success,Mini,464,Tuesday,9
Canceled by Customer,Prime Plus,468,Monday,20
Success,Mini,126,Monday,23
Success,Auto,2266,Saturday,1
Success,Bike,2425,Friday,5
Success,Auto,279,Monday,12
Canceled by Driver,Prime Sedan,580,Friday,17
Success,Auto,1769,Sunday,12
Success,Bike,231,Wednesday,16
Success,eBike,496,Saturday,0
Success,eBike,280,Wednesday,7
Success,Prime Plus,328,Thursday,16
Canceled by Driver,Mini,316,Thursday,20
Driver Not Found,eBike,2513,Sunday,9
Success,Prime Plus,600,Monday,4
Success,Auto,2955,Friday,2
Canceled by Customer,Prime Plus,873,Sunday,6
Success,Auto,243,Monday,20
Success,Mini,2527,Thursday,14
Canceled by Driver,eBike,221,Tuesday,6
Success,Prime Plus,408,Thursday,0
Success,Prime Sedan,852,Friday,15
Success,Prime Sedan,350,Monday,14
Success,Prime Plus,387,Sunday,12
Success,Prime Sedan,2319,Monday,6
Canceled by Customer,Bike,636,Friday,3
Success,Bike,2842,Tuesday,10
Success,Prime Sedan,1437,Thursday,17
Canceled by Customer,Prime SUV,288,Friday,17
Success,Prime Sedan,421,Wednesday,19
Success,Auto,481,Thursday,8
Success,Prime Sedan,144,Saturday,16
Canceled by Driver,Prime SUV,242,Monday,3
Canceled by Driver,Mini,227,Tuesday,15
Success,Prime Sedan,1624,Wednesday,14
Success,Prime Sedan,2440,Monday,15
Success,Auto,563,Saturday,15
Success,Mini,288,Tuesday,9
Success,Prime Plus,851,Monday,23
Success,Prime SUV,187,Friday,20
Canceled by Driver,Prime Plus,113,Sunday,4
Success,Prime Sedan,339,Tuesday,1
Driver Not Found,Bike,258,Wednesday,15
Canceled by Driver,Prime Plus,277,Tuesday,7
Canceled by Driver,Auto,135,Monday,14
Success,Mini,895,Monday,21
Success,Prime Sedan,102,Friday,15
Success,Mini,583,Tuesday,14
Success,Auto,183,Tuesday,6
Success,eBike,486,Wednesday,14
Success,Prime SUV,338,Tuesday,7
Success,Prime Sedan,418,Sunday,23
Success,Prime SUV,266,Sunday,2
Success,Prime SUV,360,Wednesday,18
Success,Bike,294,Sunday,3
Success,Prime SUV,101,Sunday,0
Canceled by Customer,Bike,148,Wednesday,20
Success,Mini,214,Saturday,9
Success,Bike,220,Friday,17
Canceled by Customer,Auto,382,Monday,12
Success,eBike,171,Saturday,21
Canceled by Driver,Prime Sedan,914,Wednesday,4
Driver Not Found,Mini,187,Monday,8
Success,Bike,281,Saturday,8
Canceled by Customer,Prime SUV,2589,Friday,6
Success,Prime SUV,788,Tuesday,21
Success,Prime Plus,853,Wednesday,5
Success,Prime SUV,464,Sunday,5
Success,Prime SUV,376,Monday,19
Success,Auto,481,Saturday,0
Success,eBike,430,Tuesday,21
Success,Bike,347,Monday,8
Canceled by Driver,Prime SUV,170,Friday,22
Success,Prime Sedan,202,Monday,0
Success,Bike,400,Friday,6
Success,Bike,586,Saturday,5
Driver Not Found,Bike,409,Wednesday,23
Canceled by Driver,Mini,237,Tuesday,21
Success,Auto,714,Monday,22
Success,eBike,552,Saturday,7
Canceled by Driver,eBike,357,Sunday,6
Success,eBike,408,Thursday,8
Driver Not Found,Prime Sedan,853,Thursday,19
Success,Prime Plus,130,Wednesday,3
Success,Prime SUV,537,Wednesday,16
Success,Prime Plus,125,Wednesday,1
Canceled by Customer,Auto,111,Tuesday,0
Success,eBike,959,Thursday,22
Success,Prime Sedan,576,Tuesday,8
Success,Auto,196,Monday,3
Success,eBike,492,Thursday,1
Success,Bike,100,Monday,14
Success,Prime Plus,743,Sunday,5
Success,Prime SUV,283,Saturday,15
Success,Bike,158,Wednesday,2
Success,Prime Sedan,698,Wednesday,13
Canceled by Driver,Bike,348,Monday,0
Driver Not Found,Prime Sedan,1616,Saturday,0
Success,Prime Sedan,244,Thursday,22
Canceled by Customer,Mini,169,Monday,12
Success,Auto,442,Monday,18
Success,Mini,865,Friday,21
Success,Prime Plus,145,Tuesday,7
Success,Bike,259,Saturday,8
Canceled by Driver,Prime Sedan,1903,Tuesday,9
Canceled by Driver,Mini,348,Sunday,17
Canceled by Driver,Mini,2854,Thursday,14
Success,Bike,594,Monday,4
Driver Not Found,eBike,206,Monday,16
Success,Bike,102,Tuesday,18
Success,Auto,203,Friday,18
Canceled by Customer,Mini,365,Monday,23
Success,Prime Plus,829,Friday,6
Success,Prime Plus,298,Thursday,14
Success,eBike,478,Tuesday,19
Success,Auto,291,Friday,2
Success,Prime Plus,554,Monday,1
Success,Prime Plus,417,Monday,13
Success,eBike,468,Tuesday,3
Success,Prime Sedan,257,Monday,2
Canceled by Driver,eBike,314,Wednesday,10
Success,Bike,352,Wednesday,23
Canceled by Driver,Prime SUV,249,Monday,13
Success,Bike,346,Saturday,2
Success,eBike,240,Monday,23
Driver Not Found,Auto,488,Wednesday,2
Driver Not Found,Bike,348,Saturday,7
Success,Prime SUV,236,Wednesday,7
Success,Bike,344,Friday,9
Success,Prime Plus,336,Saturday,10
Success,Auto,304,Sunday,12
Success,Mini,332,Friday,6
Success,Prime Plus,634,Saturday,3
Success,Prime SUV,110,Monday,10
Success,Auto,270,Monday,13
Canceled by Driver,Prime Plus,131,Sunday,17
Success,Prime SUV,1085,Wednesday,16
Canceled by Customer,Prime Sedan,286,Wednesday,3
Success,Auto,118,Wednesday,5
Success,Bike,301,Saturday,17
Canceled by Driver,Auto,330,Tuesday,0
Success,Prime Plus,210,Sunday,5
Success,Prime SUV,108,Sunday,8
Canceled by Driver,Prime Plus,491,Thursday,23
Canceled by Driver,eBike,208,Tuesday,7
Success,Prime SUV,2897,Friday,2
Success,Mini,317,Wednesday,0
Success,Auto,365,Sunday,2
Success,Prime Plus,208,Wednesday,6
Success,Prime SUV,114,Sunday,21
Driver Not Found,Auto,144,Monday,14
Driver Not Found,Prime SUV,2755,Wednesday,1
Success,eBike,629,Wednesday,5
Success,Prime Sedan,518,Monday,1
Canceled by Driver,Mini,481,Tuesday,9
Success,Mini,221,Tuesday,18
Canceled by Driver,Prime Plus,345,Friday,17
Driver Not Found,Mini,432,Tuesday,10
Success,Prime SUV,202,Sunday,10
Success,Prime Plus,723,Monday,14
Canceled by Driver,Auto,571,Monday,1
Success,Auto,266,Monday,4
Success,Prime Plus,300,Wednesday,7
Success,Prime Sedan,574,Monday,17
Canceled by Driver,Prime SUV,819,Tuesday,6
Canceled by Customer,Prime Plus,330,Friday,19
Success,Prime Sedan,172,Monday,5
Success,Mini,741,Thursday,4
Canceled by Driver,Prime Sedan,456,Sunday,7
Canceled by Customer,Bike,161,Wednesday,10
Canceled by Customer,Prime Plus,2508,Wednesday,9
Success,eBike,1158,Monday,17
Success,Prime Sedan,440,Saturday,6
Canceled by Driver,Auto,902,Wednesday,0
Success,eBike,442,Wednesday,13
Canceled by Driver,Prime Plus,224,Friday,7
Success,Mini,268,Monday,16
Driver Not Found,Prime SUV,1686,Tuesday,14
Success,Prime SUV,110,Friday,18
Success,Prime SUV,542,Saturday,22
Canceled by Customer,eBike,1806,Monday,19
Success,eBike,286,Tuesday,22
Canceled by Driver,Prime Sedan,1627,Tuesday,16
Success,eBike,573,Monday,12
Canceled by Driver,Mini,444,Monday,13
Driver Not Found,Prime Sedan,996,Wednesday,13
Success,eBike,191,Thursday,10
Success,Prime SUV,193,Wednesday,2
Success,Prime SUV,461,Saturday,14
Canceled by Driver,Prime SUV,559,Friday,10
Success,Auto,835,Friday,14
Success,Prime SUV,684,Tuesday,18
Success,eBike,339,Tuesday,20
Success,eBike,285,Thursday,21
Success,Prime Plus,199,Wednesday,12
Success,Prime SUV,101,Wednesday,20
Success,Mini,190,Tuesday,20
Canceled by Customer,Prime Sedan,436,Tuesday,19
Canceled by Customer,Mini,354,Monday,11
Success,eBike,408,Monday,11
Success,Prime Plus,788,Saturday,21
Success,eBike,866,Wednesday,16
Canceled by Driver,Mini,138,Monday,3
Success,eBike,180,Friday,2
Canceled by Driver,Mini,165,Tuesday,0
Success,eBike,159,Saturday,6
Success,Bike,2271,Wednesday,9
Success,eBike,2655,Sunday,2
Canceled by Customer,Bike,814,Wednesday,21
Driver Not Found,eBike,112,Tuesday,17
Success,Prime SUV,2629,Saturday,5
Success,Bike,288,Friday,8
Driver Not Found,Auto,187,Tuesday,15
Success,Prime SUV,152,Friday,15
Success,Auto,155,Sunday,16
Success,Prime SUV,380,Tuesday,5
Success,eBike,261,Sunday,2
Success,Prime Sedan,334,Sunday,6
Success,Prime Sedan,384,Wednesday,22
Canceled by Driver,Prime Sedan,750,Tuesday,0
Success,eBike,152,Saturday,13
Canceled by Driver,Prime Plus,439,Saturday,12
Success,Auto,483,Tuesday,18
Canceled by Driver,Prime Sedan,305,Tuesday,10
Success,Mini,192,Wednesday,7
Canceled by Driver,Mini,827,Sunday,21
Success,eBike,488,Sunday,17
Success,eBike,416,Friday,2
Success,Auto,179,Wednesday,4
Success,Prime SUV,345,Sunday,13
Success,Bike,302,Friday,14
Success,Prime Sedan,121,Friday,7
Canceled by Driver,Auto,315,Thursday,21
Success,Mini,316,Thursday,3
Canceled by Customer,Prime Sedan,134,Thursday,0
Canceled by Customer,Auto,166,Saturday,18
Driver Not Found,Prime Plus,310,Tuesday,11
Canceled by Driver,Mini,459,Thursday,14
Success,Auto,770,Friday,19
Driver Not Found,Prime Plus,347,Friday,20
Success,Auto,424,Saturday,15
Canceled by Driver,Mini,433,Friday,16
Success,Prime Sedan,300,Wednesday,20
Driver Not Found,Auto,404,Wednesday,14
Success,Prime Sedan,104,Wednesday,16
Success,Prime SUV,329,Tuesday,14
Success,Auto,302,Monday,2
Canceled by Driver,Bike,431,Wednesday,4
Success,Mini,167,Thursday,13
Canceled by Driver,Auto,1876,Sunday,23
Canceled by Driver,eBike,1370,Thursday,14
Success,eBike,2418,Wednesday,0
Success,Mini,271,Friday,0
Canceled by Driver,Mini,959,Friday,18
Driver Not Found,Auto,183,Monday,1
Success,Prime Sedan,434,Tuesday,23
Success,Prime Sedan,405,Saturday,6
Success,Mini,236,Wednesday,23
Success,Prime Sedan,432,Monday,16
Success,Prime Plus,2164,Wednesday,18
Canceled by Driver,Bike,341,Sunday,9
Success,Prime Plus,391,Monday,5
Success,Prime Sedan,378,Wednesday,1
Canceled by Driver,Bike,101,Wednesday,6
Canceled by Driver,Prime Plus,555,Monday,4
Success,Prime Sedan,374,Friday,6
Canceled by Driver,Mini,488,Sunday,16
Success,Bike,289,Thursday,4
Canceled by Driver,Prime Plus,207,Tuesday,9
Success,Prime Plus,403,Wednesday,17
Driver Not Found,eBike,829,Saturday,21
Canceled by Driver,Prime Sedan,457,Monday,10
Canceled by Driver,eBike,142,Friday,4
Canceled by Driver,Prime Sedan,128,Friday,6
Success,Bike,1468,Friday,19
Canceled by Driver,Prime Plus,636,Tuesday,16
Success,Prime Plus,538,Sunday,0
Success,Prime SUV,983,Tuesday,2
Success,Prime Sedan,474,Sunday,23
Canceled by Customer,Prime Sedan,349,Monday,17
Canceled by Driver,Prime Plus,165,Sunday,21
Success,Mini,120,Saturday,8
Success,Bike,170,Sunday,4
Canceled by Driver,Prime SUV,139,Friday,0
Driver Not Found,Prime Sedan,161,Thursday,20
Success,Auto,432,Tuesday,4
Success,eBike,319,Monday,16
Canceled by Driver,Prime Plus,546,Tuesday,12
Success,Auto,494,Wednesday,4
Success,Mini,278,Wednesday,3
Success,Prime Sedan,208,Saturday,9
Canceled by Driver,Prime SUV,673,Thursday,13
Canceled by Driver,eBike,303,Wednesday,19
Driver Not Found,Mini,892,Saturday,23
Canceled by Driver,Prime SUV,351,Saturday,23
Canceled by Customer,Bike,494,Saturday,19
Success,Prime SUV,464,Wednesday,7
Canceled by Driver,Bike,554,Saturday,1
Success,Bike,358,Tuesday,20
Success,Mini,261,Saturday,15
Canceled by Driver,Prime SUV,248,Monday,1
Success,Bike,310,Friday,17
Driver Not Found,Auto,431,Monday,8
Driver Not Found,Bike,470,Monday,22
Success,Prime Plus,409,Thursday,4
Driver Not Found,Auto,2700,Wednesday,19
Success,Auto,1543,Saturday,10
Success,Bike,115,Monday,10
Driver Not Found,Prime SUV,184,Sunday,20
Success,Auto,184,Thursday,10
Driver Not Found,Bike,217,Friday,16
Success,Prime Sedan,235,Saturday,10
Canceled by Customer,Prime Sedan,2511,Friday,0
Success,Bike,246,Tuesday,13
Success,Auto,281,Wednesday,4
Success,Mini,328,Thursday,5
Success,Prime Sedan,426,Friday,2
Success,Prime Plus,1967,Friday,9
Canceled by Driver,Auto,352,Monday,13
Canceled by Customer,Prime Sedan,649,Saturday,9
Success,Prime Sedan,273,Friday,15
Success,Auto,303,Friday,3
Canceled by Driver,Bike,126,Wednesday,8
Canceled by Customer,Auto,718,Thursday,16
Success,Auto,561,Thursday,2
Success,Auto,286,Saturday,12
Canceled by Driver,Bike,243,Friday,4
Success,Prime SUV,1387,Sunday,15
Success,eBike,537,Sunday,17
Canceled by Customer,eBike,412,Thursday,5
Canceled by Driver,Prime SUV,266,Thursday,23
Success,Prime Plus,482,Sunday,20
Driver Not Found,Bike,125,Wednesday,17
Success,eBike,269,Wednesday,4
Canceled by Driver,Prime Sedan,203,Monday,22
Canceled by Driver,Bike,918,Tuesday,18
Canceled by Driver,Auto,428,Wednesday,15
Success,Prime SUV,486,Monday,7
Success,Bike,992,Thursday,5
Success,eBike,560,Tuesday,19
Success,Prime Sedan,465,Tuesday,19
Canceled by Customer,Prime Plus,234,Friday,15
Driver Not Found,Auto,472,Friday,4
Canceled by Driver,Prime Sedan,352,Wednesday,0
Canceled by Driver,Prime Plus,136,Tuesday,4
Success,Bike,966,Thursday,17
Success,Auto,420,Tuesday,19
Success,Bike,287,Wednesday,15
Driver Not Found,Mini,1475,Saturday,10
Driver Not Found,Prime Sedan,329,Saturday,11
Canceled by Customer,eBike,765,Sunday,4
Canceled by Customer,Prime SUV,466,Sunday,3
Driver Not Found,eBike,409,Saturday,7
Success,Bike,2436,Wednesday,9
Success,Prime SUV,140,Wednesday,15
Success,Prime Sedan,2351,Wednesday,21
Canceled by Customer,Prime Plus,209,Sunday,4
Canceled by Driver,eBike,278,Saturday,0
Success,eBike,492,Monday,8
Success,Mini,567,Tuesday,20
Success,Prime SUV,367,Friday,23
Canceled by Customer,Prime Sedan,2514,Monday,5
Driver Not Found,Auto,266,Saturday,18
Success,Mini,937,Monday,2
Canceled by Driver,Auto,314,Monday,2
Success,eBike,585,Friday,23
Canceled by Driver,Auto,376,Thursday,11
Success,Prime Plus,298,Saturday,9
Success,Mini,264,Monday,17
Success,Prime Plus,214,Monday,6
Success,Prime Sedan,479,Wednesday,5
Success,Prime Sedan,645,Monday,9
Success,Prime SUV,313,Wednesday,19
Canceled by Driver,Bike,387,Wednesday,18
Canceled by Driver,Prime SUV,232,Wednesday,9
Success,Mini,111,Wednesday,5
Success,Prime Plus,245,Tuesday,5
Driver Not Found,Auto,454,Wednesday,11
Success,Mini,120,Thursday,12
Canceled by Customer,Auto,309,Sunday,10
Success,eBike,498,Friday,2
Canceled by Driver,Mini,2024,Monday,11
Canceled by Driver,eBike,1992,Monday,17
Success,Prime Plus,325,Monday,6
Success,Mini,166,Tuesday,19
Success,Prime SUV,381,Friday,20
Driver Not Found,Prime SUV,315,Monday,12
Canceled by Customer,Bike,1915,Wednesday,16
Success,Prime SUV,100,Monday,17
Success,Mini,486,Monday,21
Success,eBike,290,Wednesday,16
Success,Prime Sedan,189,Saturday,10
Canceled by Customer,Prime SUV,2189,Tuesday,5
Driver Not Found,eBike,204,Monday,22
Canceled by Customer,Bike,2773,Thursday,17
Success,Prime Plus,985,Thursday,15
Canceled by Driver,Auto,427,Friday,18
Success,Bike,2523,Thursday,6
Canceled by Driver,Prime SUV,405,Wednesday,18
Canceled by Driver,Prime Plus,242,Wednesday,10
Canceled by Customer,Auto,440,Monday,7
Success,Prime SUV,492,Sunday,0
Canceled by Customer,Bike,2944,Sunday,0
Canceled by Driver,Prime SUV,655,Saturday,23
Driver Not Found,Mini,366,Saturday,10
Success,Mini,241,Wednesday,18
Success,Prime SUV,318,Tuesday,12
Success,Prime SUV,450,Tuesday,7
Canceled by Customer,Mini,1084,Wednesday,4
Canceled by Driver,Auto,322,Tuesday,1
Canceled by Driver,Prime Sedan,819,Friday,4
Driver Not Found,Auto,475,Saturday,0
Success,Prime SUV,597,Thursday,17
Canceled by Customer,Prime Plus,147,Monday,6
Canceled by Driver,eBike,507,Friday,0
Success,Prime SUV,928,Monday,11
Success,Bike,490,Thursday,17
Success,Bike,184,Monday,22
Canceled by Driver,Auto,751,Thursday,19
Success,Prime Sedan,223,Thursday,12
Success,Prime Sedan,225,Tuesday,11
Canceled by Customer,Mini,214,Friday,11
Canceled by Driver,Prime SUV,186,Thursday,11
Canceled by Customer,Prime Sedan,401,Thursday,3
Success,Mini,215,Tuesday,12
Driver Not Found,Bike,665,Saturday,5
Success,Prime SUV,156,Tuesday,12
Success,Auto,132,Friday,8
Driver Not Found,Bike,481,Wednesday,10
Success,Mini,151,Wednesday,13
Success,eBike,742,Thursday,11
Success,Auto,347,Wednesday,11
Success,Bike,139,Monday,3
Success,Prime SUV,487,Tuesday,2
Success,Prime Plus,429,Friday,5
Canceled by Driver,Prime SUV,298,Tuesday,21
Success,Auto,2127,Saturday,11
Success,Prime SUV,992,Sunday,16
Success,eBike,748,Saturday,18
Driver Not Found,Bike,493,Wednesday,9
Success,Mini,499,Thursday,11
Success,Prime Sedan,921,Sunday,13
Success,Mini,367,Saturday,6
Canceled by Customer,Prime SUV,319,Monday,17
Success,Prime Plus,207,Tuesday,17
Success,Prime Sedan,482,Friday,11
Success,eBike,307,Monday,23
Success,Prime SUV,134,Sunday,7
Canceled by Customer,Prime Sedan,302,Sunday,2
Canceled by Driver,Mini,146,Friday,16
Success,Prime Plus,370,Friday,16
Canceled by Driver,eBike,494,Saturday,1
Success,Prime Plus,148,Sunday,14
Success,Prime Plus,270,Wednesday,16
Canceled by Customer,eBike,189,Thursday,11
Success,Auto,583,Saturday,3
Canceled by Customer,Prime Plus,265,Friday,5
Success,eBike,316,Tuesday,15
Success,Prime Sedan,338,Saturday,5
Success,Bike,485,Saturday,3
Success,Prime SUV,173,Tuesday,23
Success,Prime Plus,195,Wednesday,5
Success,Bike,217,Wednesday,19
Success,Prime Sedan,418,Monday,14
Success,Prime SUV,459,Thursday,4
Success,Auto,332,Thursday,10
Success,Auto,402,Wednesday,13
Success,Prime Sedan,244,Friday,8
Success,Prime SUV,425,Monday,17
Success,Auto,208,Monday,23
Canceled by Customer,Bike,235,Friday,15
Success,Mini,187,Friday,15
Success,Bike,431,Tuesday,3
Success,Auto,828,Sunday,16
Success,Mini,180,Saturday,4
Success,Bike,477,Tuesday,8
Canceled by Driver,Prime SUV,429,Sunday,3
Canceled by Customer,Prime SUV,111,Monday,17
Canceled by Customer,eBike,264,Wednesday,20
Success,Prime Sedan,164,Tuesday,2
Canceled by Driver,Prime Plus,420,Friday,16
Success,Bike,837,Friday,11
Success,Bike,481,Monday,12
Canceled by Customer,Mini,112,Sunday,20
Driver Not Found,Prime SUV,162,Monday,2
Success,Prime SUV,397,Tuesday,10
Success,Prime Sedan,349,Saturday,23
Success,Prime SUV,929,Friday,17
Success,Prime Plus,309,Saturday,20
Success,Bike,314,Tuesday,12
Success,eBike,778,Sunday,21
Success,eBike,234,Friday,9
Success,Prime Plus,364,Saturday,13
Driver Not Found,Auto,401,Wednesday,18
Success,Mini,142,Wednesday,10
Canceled by Driver,Prime Plus,365,Sunday,18
Driver Not Found,Prime Plus,148,Tuesday,9
Success,eBike,344,Sunday,18
Canceled by Driver,Prime Sedan,2236,Thursday,16
Canceled by Driver,eBike,483,Tuesday,15
Success,Auto,860,Tuesday,2
Canceled by Customer,eBike,824,Monday,7
Canceled by Customer,Bike,361,Sunday,7
Success,Prime SUV,377,Tuesday,1
Canceled by Driver,Bike,863,Wednesday,5
Success,Bike,371,Wednesday,19
Success,Mini,887,Thursday,1
Success,Bike,272,Wednesday,5
Success,Prime Sedan,620,Monday,14
Success,Auto,434,Sunday,8
Success,Prime SUV,820,Saturday,14
Success,Prime Plus,359,Thursday,8
Canceled by Customer,Prime SUV,248,Monday,11
Success,Prime SUV,440,Thursday,22
Success,Prime Plus,194,Sunday,23
Success,Prime Sedan,129,Tuesday,8
Success,eBike,114,Monday,7
Driver Not Found,eBike,1698,Wednesday,20
Driver Not Found,Prime SUV,387,Sunday,20
Success,Prime SUV,589,Wednesday,15
Canceled by Driver,Auto,373,Thursday,3
Success,Bike,171,Tuesday,7
Canceled by Driver,Prime Plus,402,Saturday,5
Success,Mini,488,Sunday,15
Driver Not Found,Mini,291,Tuesday,16
Success,Prime Plus,172,Sunday,2
Success,Prime Plus,957,Wednesday,1
Success,Prime SUV,217,Monday,7
Success,eBike,230,Friday,9
Canceled by Driver,Prime SUV,234,Saturday,1
Driver Not Found,Prime Sedan,211,Sunday,13
Success,Auto,362,Thursday,17
Success,Mini,135,Monday,11
Success,eBike,114,Friday,1
Success,Prime SUV,294,Monday,15
Success,Auto,142,Saturday,1
Success,Bike,803,Monday,14
Success,Prime Sedan,107,Sunday,11
Canceled by Driver,Prime Sedan,522,Wednesday,7
Canceled by Driver,Bike,149,Friday,11
