Vehicle Type,Booking Value,Ride Distance,Avg VTAT,Avg CTAT,Driver Ratings,Customer Rating,Payment Method
Bike,737.0,47.56,9.7,35.1,4.6,4.1,Cash
Bike,301.0,21.94,12.9,38.1,4.5,4.6,UPI
Go Mini,1153.0,10.56,5.1,32.5,4.2,4.2,Debit Card
Go Mini,912.0,19.8,10.3,35.0,3.9,4.1,Credit Card
Go Mini,580.0,21.91,6.2,21.6,4.1,4.3,Cash
Go Sedan,1149.0,35.45,3.9,36.4,4.9,4.9,Debit Card
Premier Sedan,154.0,26.92,11.0,31.9,4.7,5.0,Cash
Auto,341.0,26.0,7.7,44.4,4.6,4.6,Cash
Bike,288.0,49.36,3.5,19.9,4.9,4.5,Debit Card
Auto,921.0,43.21,10.3,20.6,4.9,4.8,UPI
Go Sedan,306.0,30.99,8.6,24.4,4.6,4.3,Debit Card
Auto,513.0,8.5,2.6,43.7,4.4,4.8,Cash
Auto,328.0,37.19,6.6,19.0,4.2,4.3,UPI
Go Sedan,174.0,31.29,7.4,41.5,4.6,4.6,Cash
Auto,489.0,46.34,5.5,39.7,3.4,4.3,UPI
Go Sedan,214.0,2.31,2.5,33.6,4.9,4.4,UPI
eBike,1273.0,16.82,2.4,45.0,4.3,4.2,Cash
Bike,533.0,13.81,4.8,21.2,4.4,4.7,UPI
Auto,144.0,49.98,10.4,17.5,3.8,4.6,Debit Card
Go Mini,636.0,45.13,2.7,21.4,4.2,3.8,Credit Card
Go Sedan,420.0,18.78,14.0,32.6,4.3,3.2,Cash
eBike,601.0,10.55,8.8,23.8,5.0,4.9,UPI
eBike,515.0,32.94,5.5,39.1,4.2,4.9,Cash
Premier Sedan,84.0,15.09,11.7,21.6,4.0,5.0,Credit Card
Go Mini,272.0,3.51,8.4,15.1,4.3,4.9,Cash
Auto,527.0,35.21,8.7,20.5,4.5,4.8,UPI
Go Sedan,228.0,38.71,12.2,24.1,4.2,4.1,UPI
Go Mini,296.0,24.72,10.5,41.1,4.1,4.5,Uber Wallet
Bike,81.0,45.98,13.5,29.7,3.5,3.8,UPI
Go Sedan,1404.0,48.52,14.5,34.1,4.5,4.5,UPI
Go Sedan,290.0,43.45,3.9,21.9,3.8,4.3,UPI
Bike,212.0,29.71,2.3,37.2,4.9,4.4,Cash
Go Mini,247.0,34.3,12.8,40.3,4.4,4.7,Debit Card
Bike,385.0,10.3,6.8,15.2,4.1,4.5,Cash
Go Mini,448.0,42.52,9.0,36.4,4.8,4.1,Uber Wallet
Auto,855.0,4.92,11.0,25.2,3.6,4.3,Uber Wallet
Auto,943.0,25.67,5.8,17.5,4.9,4.3,UPI
Auto,483.0,20.25,6.6,25.9,4.3,4.2,Cash
Go Sedan,977.0,40.28,6.1,40.1,4.3,4.9,UPI
Auto,459.0,4.42,12.8,30.4,4.4,4.4,UPI
Auto,116.0,38.74,6.8,38.1,4.2,4.3,Cash
eBike,732.0,4.59,8.2,35.1,4.4,3.3,Debit Card
Auto,534.0,28.78,6.7,18.6,4.3,4.9,UPI
Go Sedan,98.0,3.44,13.5,23.7,4.9,4.2,Credit Card
Auto,176.0,13.38,10.1,15.5,4.5,4.7,Credit Card
Bike,553.0,14.45,3.5,43.6,3.6,4.4,UPI
Go Mini,346.0,30.32,5.8,41.7,3.4,4.7,UPI
Auto,155.0,46.74,4.0,38.7,4.3,4.3,Credit Card
Bike,1029.0,46.56,9.3,32.7,4.5,3.7,UPI
Go Sedan,77.0,14.73,2.6,44.6,4.9,4.9,Uber Wallet
Auto,409.0,16.03,6.7,44.8,4.1,4.6,Debit Card
Go Sedan,614.0,36.48,4.9,44.0,4.5,4.6,Credit Card
Auto,287.0,43.06,11.4,33.4,4.2,3.7,Debit Card
Auto,181.0,7.34,6.4,40.6,4.6,4.5,Uber Wallet
Go Mini,806.0,39.28,6.9,28.2,4.5,4.6,UPI
Go Sedan,618.0,36.39,3.6,33.4,4.3,4.2,Cash
Go Mini,156.0,8.96,5.6,23.2,4.9,4.2,UPI
Go Sedan,1063.0,29.66,6.5,16.8,3.1,4.9,UPI
Go Mini,445.0,24.48,7.3,19.7,4.2,4.8,UPI
Go Sedan,489.0,25.77,14.3,35.3,4.0,4.7,UPI
Premier Sedan,396.0,15.43,9.7,25.7,3.8,4.6,Debit Card
eBike,849.0,31.83,4.8,36.7,4.2,4.6,UPI
Premier Sedan,126.0,7.74,2.8,19.5,4.6,4.7,Debit Card
Go Mini,66.0,45.97,8.6,42.7,4.6,3.2,Cash
Go Sedan,626.0,4.23,7.9,17.7,4.6,4.3,Uber Wallet
Go Mini,547.0,47.14,13.8,31.3,4.4,4.0,UPI
Auto,394.0,26.48,12.4,43.8,3.7,5.0,UPI
Go Sedan,72.0,34.09,10.4,24.2,4.3,4.2,Uber Wallet
Go Mini,370.0,38.18,9.1,20.7,4.9,4.5,UPI
Go Sedan,289.0,16.87,7.6,29.8,3.1,4.6,UPI
eBike,111.0,42.79,6.9,40.6,4.8,4.3,Cash
Premier Sedan,279.0,4.32,10.5,25.7,4.7,4.0,Uber Wallet
Go Sedan,473.0,29.5,10.1,17.1,4.2,4.5,Uber Wallet
Go Mini,638.0,15.71,11.1,31.9,4.4,4.3,UPI
Go Sedan,891.0,34.22,2.5,19.4,4.1,4.8,Uber Wallet
Bike,570.0,38.2,8.8,34.1,4.3,4.8,Cash
Go Sedan,503.0,32.51,14.6,20.1,4.4,4.6,UPI
Premier Sedan,71.0,16.0,7.0,34.9,4.2,4.2,UPI
Go Mini,405.0,16.52,7.3,27.4,4.1,4.7,UPI
Go Mini,268.0,48.54,10.8,31.6,4.4,4.9,Uber Wallet
Premier Sedan,483.0,45.3,3.8,28.4,4.7,4.3,UPI
Go Sedan,474.0,8.03,9.3,32.6,4.3,3.1,UPI
Auto,546.0,6.77,12.0,23.5,4.2,4.7,UPI
Auto,724.0,33.07,11.6,19.6,4.3,4.8,Credit Card
Auto,563.0,49.01,12.2,36.3,4.6,5.0,UPI
Go Mini,528.0,9.59,2.2,18.7,3.8,4.6,Credit Card
Bike,328.0,13.11,3.9,40.7,4.7,4.5,UPI
Auto,644.0,44.92,11.6,21.9,3.1,4.3,UPI
Auto,876.0,2.15,2.9,28.9,4.2,4.6,UPI
Auto,89.0,16.56,3.3,22.5,3.7,4.9,Cash
Go Mini,303.0,15.05,5.3,43.8,4.6,4.4,Cash
eBike,429.0,38.85,12.9,26.2,4.8,4.4,UPI
Auto,290.0,41.31,13.6,43.9,4.3,4.4,UPI
Go Mini,109.0,45.22,6.5,39.8,4.4,4.4,UPI
Go Sedan,112.0,46.41,8.5,32.0,4.3,4.6,Cash
Go Sedan,729.0,3.3,8.0,38.1,4.2,4.6,Cash
Auto,1680.0,7.37,14.3,20.8,3.9,3.7,Cash
Premier Sedan,138.0,34.61,9.4,40.5,4.2,3.7,UPI
Uber XL,445.0,43.31,13.6,42.4,4.2,4.9,Cash
Auto,497.0,6.66,11.6,29.1,4.7,4.2,UPI
Go Mini,145.0,29.66,11.8,32.9,3.7,4.3,Credit Card
eBike,79.0,32.28,7.4,42.7,4.4,4.2,UPI
Go Mini,142.0,36.64,3.4,37.7,4.6,4.4,Cash
Go Sedan,800.0,7.3,14.5,20.7,3.2,4.2,UPI
Premier Sedan,472.0,4.43,4.9,19.5,4.6,4.6,Credit Card
Go Mini,510.0,38.9,11.8,23.6,4.6,3.2,Cash
Go Mini,872.0,44.6,10.3,39.0,4.3,4.9,Debit Card
Go Sedan,350.0,9.29,3.7,20.8,4.6,4.4,UPI
Auto,477.0,42.28,7.8,42.1,5.0,4.5,UPI
Go Sedan,344.0,33.13,8.2,34.5,4.1,4.5,Uber Wallet
eBike,250.0,6.57,14.8,30.9,4.3,3.7,UPI
Go Sedan,1270.0,49.65,5.6,23.9,4.8,4.2,Uber Wallet
Bike,71.0,49.66,3.5,29.9,4.4,5.0,UPI
eBike,371.0,48.45,10.3,16.0,4.7,4.0,Cash
eBike,495.0,43.97,12.3,18.4,4.0,4.3,UPI
Auto,1342.0,43.16,13.9,21.5,4.5,4.9,UPI
Go Sedan,590.0,47.51,8.6,20.7,3.7,5.0,UPI
Auto,74.0,33.41,4.9,24.0,4.1,3.8,Cash
Go Sedan,666.0,12.65,3.1,16.2,4.1,4.9,Debit Card
Bike,328.0,33.35,2.3,40.5,4.2,4.8,Credit Card
Premier Sedan,956.0,30.8,5.4,25.9,4.3,4.6,Uber Wallet
Auto,822.0,39.14,3.0,21.5,4.3,4.9,Cash
Bike,371.0,22.86,9.9,44.0,4.6,5.0,Debit Card
Bike,825.0,28.7,13.0,37.9,4.3,4.4,UPI
Bike,306.0,6.76,10.2,15.6,3.8,3.4,UPI
Go Sedan,97.0,32.52,9.2,15.5,4.1,4.6,UPI
eBike,539.0,45.1,7.6,28.3,4.2,4.2,Cash
Auto,1280.0,46.3,3.4,30.9,4.2,4.9,Debit Card
Go Mini,429.0,8.91,4.3,16.0,4.6,4.9,Uber Wallet
Auto,97.0,46.46,3.4,16.8,4.5,4.7,UPI
Bike,551.0,15.71,12.0,22.0,3.9,4.6,Debit Card
Bike,251.0,33.03,9.3,17.2,4.3,3.7,UPI
eBike,398.0,9.73,2.5,21.3,3.9,4.4,UPI
Go Sedan,542.0,19.23,12.6,31.6,4.9,4.8,Uber Wallet
Uber XL,426.0,48.99,7.1,36.9,4.7,4.5,Debit Card
Go Sedan,934.0,46.42,14.2,28.1,3.1,3.3,Cash
Premier Sedan,432.0,49.19,11.0,24.9,4.1,4.4,UPI
Premier Sedan,704.0,29.94,6.9,42.3,4.1,4.8,Cash
Bike,1073.0,9.15,8.1,44.3,4.7,4.2,UPI
Premier Sedan,469.0,45.39,13.0,41.3,4.2,4.9,UPI
Premier Sedan,388.0,28.9,12.0,43.1,4.2,4.9,Cash
Go Sedan,431.0,21.98,3.4,37.0,4.6,4.9,UPI
Auto,404.0,7.38,13.0,35.1,4.6,4.9,UPI
Go Mini,981.0,6.7,11.9,25.1,3.5,3.8,UPI
Bike,289.0,39.91,4.2,28.3,4.2,4.5,Cash
Go Sedan,614.0,6.35,5.6,29.0,3.8,4.6,Debit Card
Go Sedan,712.0,37.5,14.5,26.2,4.2,4.6,Cash
Go Mini,567.0,21.45,3.5,16.7,4.3,4.6,Credit Card
Auto,92.0,39.33,9.7,41.5,4.3,5.0,UPI
Go Mini,592.0,7.43,8.2,28.8,4.1,3.7,UPI
Auto,886.0,31.74,8.3,22.8,4.4,4.6,UPI
Premier Sedan,728.0,30.02,14.0,34.2,5.0,4.1,UPI
Go Sedan,534.0,48.97,7.2,33.3,4.5,4.8,UPI
Bike,314.0,4.14,8.1,33.8,4.7,4.9,Cash
Go Mini,81.0,38.78,5.4,16.0,4.4,5.0,Cash
Go Sedan,866.0,18.79,14.6,23.0,4.3,4.8,UPI
Go Mini,195.0,31.66,10.5,42.8,4.3,4.5,Credit Card
Bike,126.0,5.53,7.5,24.9,5.0,4.6,Uber Wallet
Bike,742.0,19.56,2.5,27.0,4.3,4.6,UPI
Premier Sedan,371.0,13.5,5.6,34.0,4.1,5.0,Cash
Uber XL,388.0,16.19,2.9,42.9,4.1,3.7,Credit Card
Auto,719.0,15.98,7.5,44.5,3.7,5.0,Cash
Bike,297.0,22.27,8.9,29.3,4.8,4.3,UPI
Premier Sedan,341.0,39.17,7.3,37.9,4.3,4.2,UPI
Go Mini,214.0,30.01,5.2,41.7,3.6,4.4,UPI
Go Mini,150.0,34.44,13.2,17.2,4.8,4.5,Debit Card
Auto,259.0,40.75,7.4,21.9,4.9,4.2,UPI
eBike,367.0,4.11,13.0,17.8,3.9,4.4,UPI
Go Mini,607.0,20.35,7.5,28.0,4.4,4.1,Cash
Auto,222.0,37.62,7.1,30.6,4.6,4.2,UPI
Go Sedan,365.0,41.57,7.2,17.9,4.6,4.4,Uber Wallet
Go Mini,162.0,41.51,3.0,19.6,3.7,4.2,Cash
Auto,590.0,45.15,5.5,38.4,4.3,5.0,Credit Card
Uber XL,355.0,36.2,14.9,26.3,4.2,4.8,UPI
Bike,442.0,25.38,14.7,15.5,3.7,4.3,UPI
Go Sedan,457.0,35.45,13.9,18.6,3.6,4.4,UPI
Go Sedan,165.0,6.63,6.5,32.7,3.3,4.3,Credit Card
Go Sedan,276.0,21.73,11.8,35.9,4.5,3.2,Credit Card
Auto,378.0,25.88,8.4,17.0,3.8,4.9,Uber Wallet
Premier Sedan,761.0,29.32,5.9,41.6,3.6,4.5,UPI
eBike,410.0,39.34,8.5,36.0,4.3,4.1,UPI
Auto,566.0,11.77,4.4,30.8,4.9,3.9,Uber Wallet
Auto,478.0,24.92,10.6,32.2,4.4,3.8,UPI
Auto,412.0,44.46,14.6,31.1,4.1,4.3,UPI
Go Mini,455.0,15.18,2.1,44.0,3.7,3.7,UPI
eBike,691.0,47.82,12.3,30.8,4.9,4.2,Debit Card
Premier Sedan,488.0,42.84,14.6,15.3,4.3,4.7,UPI
Premier Sedan,305.0,10.59,12.8,35.8,3.2,4.9,UPI
Premier Sedan,175.0,38.95,12.8,33.2,4.9,3.8,UPI
Go Sedan,706.0,40.05,8.6,37.4,3.8,4.7,UPI
Auto,200.0,14.72,12.8,41.4,3.7,4.0,Cash
Go Mini,2252.0,19.48,4.8,43.8,4.2,4.5,Cash
Auto,167.0,37.05,2.1,27.3,4.5,4.9,Debit Card
Go Mini,326.0,37.62,7.9,42.2,4.9,3.9,UPI
Go Mini,322.0,47.97,3.5,27.3,4.2,4.2,Cash
Bike,479.0,36.48,8.3,21.8,3.8,4.2,UPI
Go Mini,778.0,35.86,14.1,33.9,4.7,4.5,UPI
Go Mini,322.0,11.86,8.1,34.2,4.4,4.5,Credit Card
Bike,418.0,40.19,13.3,44.1,4.0,4.5,Cash
Go Sedan,343.0,24.77,5.6,20.9,4.2,4.2,Debit Card
Premier Sedan,662.0,18.35,9.1,25.0,4.6,4.3,UPI
Premier Sedan,264.0,27.57,10.1,33.4,4.9,4.7,Cash
Auto,108.0,4.99,4.3,41.3,4.2,4.8,UPI
eBike,881.0,32.61,10.1,27.4,3.7,4.4,Credit Card
Auto,357.0,35.34,8.4,39.8,4.5,4.9,Credit Card
Auto,186.0,4.9,8.4,16.4,4.1,4.6,Uber Wallet
Go Sedan,615.0,34.91,8.8,38.6,4.4,4.3,Uber Wallet
Premier Sedan,289.0,33.64,7.9,26.7,4.9,4.3,UPI
Bike,105.0,20.32,4.7,23.6,4.2,5.0,Debit Card
Bike,568.0,13.29,11.6,25.6,4.6,4.8,Cash
Bike,57.0,12.58,2.1,20.3,3.3,3.9,Debit Card
Uber XL,942.0,35.01,13.9,27.3,4.1,4.3,Debit Card
Go Mini,469.0,21.53,5.7,41.0,4.5,5.0,UPI
Premier Sedan,319.0,34.84,14.4,21.0,4.0,4.4,Credit Card
Bike,267.0,19.59,9.3,26.4,4.2,3.9,Debit Card
Go Mini,53.0,6.03,9.6,30.5,4.1,4.9,Cash
Auto,646.0,13.53,2.2,19.6,4.4,4.5,Cash
Auto,570.0,14.82,3.2,38.4,4.7,4.9,Debit Card
Auto,331.0,39.43,13.3,15.3,4.7,4.6,Cash
Go Sedan,156.0,36.38,9.7,24.1,3.9,4.3,UPI
Auto,856.0,28.76,11.8,42.0,4.6,4.9,UPI
Go Mini,146.0,40.33,14.1,39.5,4.0,3.1,UPI
Go Sedan,680.0,45.21,4.9,42.0,4.2,4.4,UPI
Bike,369.0,15.8,14.8,35.4,4.3,5.0,Cash
Go Sedan,265.0,36.12,8.5,27.2,4.5,4.6,UPI
Go Sedan,482.0,28.4,4.8,30.4,4.8,3.3,Uber Wallet
Premier Sedan,479.0,20.18,10.2,43.1,4.3,4.7,Debit Card
Go Sedan,397.0,48.08,8.2,36.6,4.9,5.0,UPI
Go Sedan,376.0,19.37,7.6,43.6,4.3,4.3,Cash
eBike,63.0,30.38,4.6,43.3,3.9,4.6,Cash
Go Mini,60.0,5.0,9.0,27.9,4.1,4.6,Credit Card
Auto,1037.0,8.51,14.8,38.0,4.9,3.1,Uber Wallet
Auto,950.0,17.59,11.7,31.4,4.2,4.9,UPI
Auto,334.0,42.62,14.4,37.8,3.8,4.2,UPI
Auto,890.0,16.88,13.0,35.7,4.3,4.9,UPI
Auto,178.0,5.06,8.5,37.4,3.1,4.9,UPI
Go Mini,204.0,19.54,14.8,16.4,4.3,3.1,Cash
Premier Sedan,129.0,3.0,6.9,42.1,4.3,4.3,Cash
Go Mini,299.0,2.87,13.1,18.3,4.6,3.7,UPI
Bike,760.0,14.8,14.6,41.9,4.2,4.3,UPI
Auto,393.0,26.87,5.9,32.2,4.6,4.9,Uber Wallet
Auto,535.0,47.92,14.4,42.2,4.4,4.0,Credit Card
Premier Sedan,1427.0,33.23,13.6,23.2,5.0,4.2,Cash
Premier Sedan,472.0,46.4,3.1,26.1,4.6,4.3,Cash
eBike,168.0,4.35,11.8,31.5,4.7,4.1,Uber Wallet
eBike,135.0,13.11,12.4,30.6,4.6,3.7,UPI
Bike,427.0,3.49,11.0,37.0,3.9,4.2,UPI
Go Mini,105.0,22.62,13.1,25.7,4.8,4.9,UPI
Go Mini,90.0,45.63,10.0,37.5,4.3,3.7,Debit Card
Go Sedan,366.0,29.14,5.5,41.9,3.9,3.1,Debit Card
Go Sedan,156.0,27.28,6.2,25.1,4.6,4.5,UPI
Auto,125.0,30.27,6.0,15.5,4.5,4.6,UPI
Bike,1089.0,19.85,13.9,25.0,4.2,4.0,Cash
Premier Sedan,371.0,39.5,3.2,42.0,4.7,4.3,Cash
Premier Sedan,711.0,46.22,9.4,39.6,5.0,3.8,Uber Wallet
Go Mini,948.0,33.35,10.8,41.3,4.2,4.4,Cash
eBike,236.0,3.46,11.4,37.9,4.9,3.2,Debit Card
Go Sedan,403.0,39.75,14.0,37.2,4.8,4.2,UPI
Bike,543.0,46.06,11.2,26.4,4.8,4.9,UPI
Go Mini,302.0,41.02,5.5,16.1,4.4,4.4,Uber Wallet
Go Mini,501.0,41.07,7.9,34.7,4.1,4.1,Cash
eBike,394.0,32.88,8.0,24.5,4.9,4.4,Uber Wallet
Premier Sedan,106.0,34.4,7.2,22.7,4.9,4.2,UPI
Auto,847.0,8.65,6.6,43.4,4.5,4.1,Debit Card
Auto,1744.0,34.28,5.6,15.9,4.6,4.4,UPI
Go Mini,248.0,44.07,5.2,15.5,4.9,4.1,Uber Wallet
Bike,66.0,41.3,8.9,38.5,4.5,4.8,UPI
Go Mini,69.0,23.61,7.1,23.1,4.2,4.8,UPI
Auto,404.0,22.15,2.1,41.7,5.0,4.9,UPI
Go Sedan,1329.0,47.01,5.8,31.4,4.6,4.2,Uber Wallet
Auto,693.0,3.81,6.7,29.4,4.3,4.6,UPI
Go Mini,55.0,18.16,3.7,44.8,3.3,3.7,Cash
Go Mini,51.0,6.48,2.7,43.7,4.8,4.6,Uber Wallet
Auto,333.0,32.91,9.4,29.6,4.2,4.1,Credit Card
Auto,248.0,28.66,14.2,40.1,3.9,4.2,UPI
Bike,402.0,6.04,5.3,34.7,3.7,4.9,UPI
Go Mini,646.0,16.76,11.1,42.3,4.6,3.7,Cash
Bike,1223.0,4.39,13.4,30.7,3.1,4.4,Debit Card
Go Mini,204.0,3.96,5.9,19.6,3.7,4.3,UPI
Premier Sedan,337.0,25.53,11.8,15.8,4.3,4.9,Cash
Bike,177.0,44.15,12.3,39.7,4.3,4.1,UPI
Bike,810.0,24.43,6.2,23.1,4.3,4.3,UPI
eBike,191.0,22.78,2.3,23.4,4.4,4.4,UPI
Go Sedan,383.0,27.4,11.9,42.2,3.3,4.2,UPI
Go Sedan,338.0,12.05,4.1,36.1,4.2,4.1,UPI
Auto,320.0,18.37,9.4,20.7,4.3,5.0,UPI
Bike,1048.0,46.04,14.4,37.7,4.3,4.3,Cash
eBike,1001.0,47.48,3.9,22.0,5.0,4.1,Cash
Go Sedan,121.0,30.7,11.3,41.2,4.4,4.3,Cash
Bike,124.0,14.31,5.4,41.5,3.2,4.4,Cash
Go Mini,808.0,15.86,10.5,23.7,4.5,4.2,UPI
Go Mini,205.0,9.28,14.9,18.1,3.4,4.9,Credit Card
Auto,470.0,22.56,11.3,19.4,4.3,4.5,Cash
Go Sedan,429.0,35.81,6.3,22.8,4.1,3.7,UPI
Premier Sedan,379.0,33.85,14.5,28.7,4.6,4.3,Credit Card
Bike,904.0,29.12,13.5,26.4,3.8,3.7,UPI
Go Mini,1089.0,13.47,3.1,37.0,4.3,4.6,UPI
Auto,136.0,27.25,8.6,25.6,4.8,4.9,UPI
Go Sedan,903.0,29.09,6.1,27.1,4.7,4.6,Cash
Go Sedan,442.0,9.99,3.6,18.9,4.9,4.6,Uber Wallet
Premier Sedan,792.0,33.36,14.8,26.9,4.2,4.4,Debit Card
Premier Sedan,585.0,31.93,8.3,30.0,3.8,4.2,Uber Wallet
Auto,50.0,47.57,11.0,28.7,4.1,4.9,UPI
Premier Sedan,348.0,39.74,9.2,19.4,3.8,3.7,Cash
Go Mini,469.0,36.51,11.4,29.3,5.0,5.0,Credit Card
Auto,348.0,19.23,8.9,18.1,4.3,4.3,Credit Card
Go Mini,102.0,42.53,3.6,39.6,3.8,4.4,Cash
Auto,1096.0,28.79,4.5,43.0,4.6,4.1,Uber Wallet
Go Sedan,104.0,27.24,13.7,33.3,4.9,3.3,Uber Wallet
Go Sedan,145.0,22.46,13.3,19.7,3.8,3.7,UPI
Bike,565.0,47.78,12.1,30.8,4.4,4.5,Uber Wallet
Go Sedan,518.0,26.16,2.3,31.3,3.0,4.3,UPI
Premier Sedan,350.0,35.43,5.2,17.0,4.4,4.5,UPI
Uber XL,233.0,6.27,13.6,24.2,3.2,4.3,UPI
Go Sedan,485.0,43.03,2.2,24.1,3.9,4.9,Cash
Go Mini,83.0,30.99,11.5,41.0,3.7,5.0,Debit Card
Go Mini,114.0,14.78,12.0,42.7,4.9,4.1,Cash
Auto,817.0,22.39,7.7,24.2,4.3,4.6,UPI
Premier Sedan,404.0,33.83,13.1,23.7,4.6,4.6,Debit Card
eBike,53.0,38.72,5.2,16.0,3.9,4.9,Credit Card
Bike,332.0,31.48,12.9,30.4,4.4,4.8,UPI
Auto,81.0,40.01,4.7,29.9,4.3,4.6,Cash
Auto,121.0,29.93,6.0,23.3,4.3,4.9,UPI
Go Mini,732.0,20.88,10.1,33.2,4.2,4.3,UPI
Premier Sedan,112.0,13.11,6.6,32.2,4.1,4.6,UPI
Bike,300.0,40.9,11.8,36.4,4.3,4.5,UPI
Go Sedan,63.0,17.08,4.6,15.7,4.3,3.7,Uber Wallet
Go Mini,668.0,44.16,13.7,37.4,4.3,4.2,UPI
Premier Sedan,266.0,22.51,13.5,17.3,3.9,4.7,Uber Wallet
Auto,949.0,43.15,5.5,43.8,4.2,4.3,UPI
Go Mini,143.0,5.88,12.3,39.3,4.3,4.4,UPI
Go Mini,467.0,22.19,6.4,22.1,4.3,4.9,UPI
Auto,812.0,35.6,14.3,35.4,4.3,4.3,Credit Card
Go Mini,336.0,38.56,11.1,18.4,4.6,4.7,Debit Card
Go Mini,617.0,33.52,5.3,28.5,3.4,4.9,Cash
Go Sedan,127.0,40.34,10.0,30.0,4.1,4.9,Cash
Auto,322.0,3.62,9.9,29.8,4.3,4.8,UPI
Go Mini,709.0,48.43,2.5,31.2,4.2,4.4,UPI
Auto,630.0,49.24,13.2,40.2,3.7,4.6,Cash
Go Mini,777.0,19.42,8.2,37.5,3.9,4.9,Uber Wallet
Premier Sedan,365.0,16.63,11.1,36.3,4.7,4.2,UPI
Go Mini,1217.0,8.79,5.1,25.7,4.2,4.1,Uber Wallet
Premier Sedan,405.0,31.98,5.6,17.4,4.6,4.6,Credit Card
Go Sedan,315.0,33.06,11.5,30.4,4.2,3.7,Cash
Bike,406.0,45.44,11.1,24.0,4.1,4.6,UPI
Go Sedan,774.0,37.46,13.7,19.8,4.6,4.6,UPI
Bike,757.0,33.07,3.8,44.7,4.5,3.6,UPI
Go Sedan,471.0,27.47,3.0,21.0,3.9,4.9,UPI
Go Mini,302.0,48.68,4.7,15.2,4.3,4.2,UPI
Bike,160.0,38.25,3.5,34.9,3.7,4.2,UPI
Auto,136.0,15.65,9.6,29.9,4.6,4.3,Credit Card
eBike,674.0,42.61,10.8,39.3,4.1,4.2,UPI
Go Sedan,766.0,24.48,4.0,34.6,3.7,4.3,UPI
Go Mini,442.0,34.44,11.9,18.0,4.2,4.3,UPI
Bike,193.0,17.13,12.2,15.9,4.6,5.0,Cash
Bike,467.0,35.93,6.1,42.7,4.2,4.6,UPI
Uber XL,2392.0,38.16,8.3,37.4,4.3,4.1,Cash
Go Sedan,95.0,12.21,7.8,37.1,4.3,4.2,Cash
Go Mini,507.0,30.14,7.1,42.8,4.2,4.3,UPI
Go Sedan,495.0,6.03,14.6,35.2,3.6,4.6,Cash
Auto,347.0,29.87,3.4,34.9,3.0,5.0,UPI
Premier Sedan,384.0,46.91,4.3,29.9,3.2,4.9,Uber Wallet
eBike,344.0,39.14,7.5,20.5,3.7,4.3,Cash
Auto,174.0,26.2,12.8,28.8,4.5,4.1,UPI
eBike,458.0,48.95,6.3,41.9,4.1,4.8,Debit Card
Bike,346.0,9.61,6.8,18.1,4.2,4.8,Cash
Auto,296.0,28.55,7.7,40.6,4.6,3.9,Uber Wallet
Go Mini,969.0,4.54,4.4,20.1,4.1,3.8,Cash
Auto,691.0,28.88,15.0,43.9,3.5,3.4,Uber Wallet
Uber XL,382.0,41.47,4.7,34.1,4.5,4.4,UPI
Bike,136.0,13.22,8.5,40.1,4.9,4.5,UPI
Bike,141.0,4.77,10.7,15.5,3.9,4.6,UPI
Go Mini,259.0,26.35,11.2,45.0,4.3,4.3,Cash
Bike,313.0,45.6,11.0,40.5,4.3,4.9,UPI
eBike,375.0,33.71,3.7,35.3,4.3,4.5,UPI
Go Mini,365.0,46.14,9.1,34.0,4.8,4.3,Cash
Go Sedan,97.0,29.59,4.6,33.1,4.1,4.4,UPI
Go Sedan,845.0,26.44,3.1,17.6,4.1,4.8,UPI
Go Mini,285.0,43.15,10.5,27.4,4.9,4.2,Credit Card
Go Mini,494.0,15.46,10.3,20.5,4.9,4.6,Cash
Go Sedan,910.0,49.94,5.8,34.5,4.2,3.8,Debit Card
eBike,1527.0,42.96,10.9,25.2,4.2,4.3,Debit Card
Go Mini,175.0,39.86,9.5,16.1,3.6,4.8,UPI
Bike,765.0,5.47,8.0,26.0,4.3,4.2,UPI
eBike,401.0,46.45,9.9,32.0,4.1,4.2,UPI
Auto,652.0,13.14,3.5,27.6,4.3,4.2,Uber Wallet
Auto,316.0,26.36,12.9,42.5,4.7,3.8,Credit Card
Go Sedan,150.0,11.94,8.4,22.0,4.1,4.7,UPI
Bike,918.0,32.03,5.9,17.6,4.2,5.0,Cash
Go Mini,730.0,46.34,7.7,39.3,3.4,4.1,UPI
Go Sedan,411.0,40.95,4.6,20.0,3.7,4.8,UPI
Go Mini,335.0,7.56,11.4,39.6,4.3,4.4,Cash
Bike,739.0,32.66,10.2,29.6,3.3,4.2,Uber Wallet
Go Mini,923.0,23.61,3.1,21.7,3.3,4.4,UPI
Uber XL,682.0,15.32,4.6,41.2,4.7,3.9,UPI
Go Mini,1327.0,24.45,14.2,29.2,3.3,5.0,Debit Card
Go Mini,787.0,24.31,11.2,22.5,3.0,4.6,UPI
Bike,1386.0,7.32,9.8,21.0,3.6,4.1,Cash
Go Mini,299.0,24.43,15.0,24.7,4.1,4.9,Cash
Auto,257.0,2.63,10.8,31.2,5.0,4.0,Uber Wallet
Auto,961.0,5.89,7.9,29.4,4.1,3.1,Cash
Go Mini,577.0,7.55,5.4,15.0,5.0,3.2,Cash
Go Mini,627.0,26.81,10.2,25.0,4.9,4.6,UPI
Bike,362.0,6.31,10.5,41.0,3.0,4.6,UPI
Go Mini,1119.0,37.01,8.7,16.2,4.7,4.8,UPI
