fare_amount,distance_km,passenger_count,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,pickup_year
4.1,0.5247874384767568,1,12,Saturday,June,1,2009
5.0,1.0750252832572373,2,12,Tuesday,June,0,2015
12.0,2.411803117146328,5,16,Wednesday,May,0,2015
11.5,3.3251356889540387,1,21,Tuesday,July,0,2013
6.5,1.2844107435662475,1,20,Saturday,April,1,2013
6.5,2.155269956416061,2,19,Thursday,February,0,2012
13.5,3.050801503960246,1,15,Thursday,May,0,2013
10.5,4.060051404063234,1,1,Sunday,April,1,2009
57.33,21.14755284589194,6,19,Tuesday,December,0,2014
45.0,22.41545574730613,2,17,Wednesday,June,0,2012
16.1,7.7521246151448,1,22,Friday,May,0,2009
10.5,3.0288290788818597,1,2,Wednesday,June,0,2014
4.5,0.8546400460856359,1,12,Monday,February,0,2012
6.5,1.2384197879975694,1,15,Friday,October,0,2013
11.0,2.6708452567958467,1,12,Saturday,June,1,2015
8.0,2.4152726739714176,2,3,Sunday,February,1,2014
30.35,9.72789001133185,2,5,Wednesday,March,0,2009
4.5,0.5105098649653059,1,8,Wednesday,August,0,2009
26.27,9.680061379459561,1,13,Thursday,March,0,2010
13.5,0.8035118290621849,2,15,Wednesday,May,0,2014
3.3,0.4594106510610932,1,23,Monday,December,0,2009
10.9,3.470863499469417,1,18,Friday,March,0,2012
14.9,3.5594950352865955,1,14,Monday,December,0,2011
10.1,3.1362289874010023,5,11,Wednesday,October,0,2011
10.5,2.4683277325778343,6,19,Saturday,April,1,2015
5.5,1.2465509032330655,1,14,Monday,January,0,2013
18.0,4.390090129343663,1,18,Sunday,July,1,2014
18.0,4.357046117567711,1,8,Friday,January,0,2015
5.7,1.2372059221975131,1,13,Tuesday,March,0,2010
11.5,2.1033315373451673,6,17,Thursday,August,0,2013
6.5,1.4889888798592223,2,18,Thursday,April,0,2015
11.0,2.4597258444796983,1,22,Wednesday,January,0,2015
37.0,14.24984764945401,2,11,Friday,July,0,2014
10.5,2.2827551243249347,1,15,Wednesday,December,0,2012
35.33,7.834346232420204,1,7,Monday,November,0,2014
5.0,1.0735164593248618,5,22,Friday,April,0,2013
3.3,0.8041867580680173,1,22,Monday,January,0,2012
16.5,7.561301455054838,1,7,Tuesday,May,0,2011
32.1,9.823850776929598,1,16,Wednesday,January,0,2011
16.5,5.976358531766785,2,21,Wednesday,March,0,2010
4.1,1.0875439601458678,1,17,Sunday,June,1,2011
11.7,4.200872535995812,1,0,Saturday,July,1,2011
6.1,1.5873176093048804,1,19,Wednesday,May,0,2010
8.9,2.15232276415144,1,15,Friday,September,0,2011
26.0,3.0233274769869998,1,18,Sunday,May,1,2015
39.3,14.090334490152616,1,20,Monday,February,0,2012
3.7,0.6547221907570747,1,16,Monday,June,0,2010
12.5,4.418882064101776,1,21,Tuesday,July,0,2014
11.0,2.0223062956313846,2,19,Thursday,January,0,2014
8.0,1.545156209391992,1,0,Saturday,April,1,2015
7.5,1.8065768142702885,2,19,Saturday,August,1,2013
6.9,1.5907802079506685,1,17,Monday,February,0,2010
7.3,1.9085168023008077,1,15,Saturday,February,1,2009
6.0,1.162558278242779,2,17,Sunday,August,1,2014
9.7,4.491421505616906,1,13,Sunday,March,1,2012
7.3,1.9159035837026768,1,23,Friday,July,0,2009
22.0,6.770178298477818,6,21,Thursday,June,0,2013
25.5,6.376497538752321,1,13,Friday,July,0,2013
9.0,2.4600935759784264,1,2,Thursday,January,0,2015
16.5,5.782675978230202,1,2,Tuesday,August,0,2014
13.7,5.406431682343226,3,10,Friday,July,0,2010
15.0,4.618004848611885,2,3,Saturday,June,1,2013
5.7,2.2334259754468606,1,19,Tuesday,July,0,2010
24.83,6.058320248305725,1,10,Thursday,July,0,2013
15.3,5.035595540713288,5,22,Wednesday,June,0,2010
6.5,1.302981675252889,2,2,Sunday,July,1,2013
4.9,1.729280079005826,5,8,Monday,January,0,2009
45.0,21.085317497032147,1,22,Monday,August,0,2011
4.9,1.040623674267871,1,21,Wednesday,January,0,2012
8.5,2.6806186562247394,1,19,Tuesday,March,0,2015
4.5,0.7287266575916029,1,18,Monday,March,0,2014
4.5,0.9236975085774886,5,21,Monday,July,0,2011
4.5,1.3287932228590114,1,23,Wednesday,January,0,2012
5.5,1.0131133999739956,6,13,Friday,July,0,2013
6.5,1.74043769784524,1,3,Tuesday,May,0,2009
5.5,1.1679485308382562,1,11,Saturday,January,1,2015
5.7,1.3270397068705533,1,17,Thursday,December,0,2011
20.9,7.253644961914113,1,0,Friday,May,0,2011
78.75,18.186760312077617,3,18,Wednesday,March,0,2015
9.3,3.6602163724021426,1,16,Saturday,August,1,2011
10.0,1.6282011639981122,2,0,Sunday,April,1,2013
10.0,2.5991420415574646,1,8,Wednesday,June,0,2014
6.9,1.4101879584257064,1,23,Friday,May,0,2010
20.0,8.617999810927287,1,8,Friday,May,0,2015
8.9,2.6982441866408027,2,22,Sunday,June,1,2012
7.3,2.473574308981302,5,10,Tuesday,June,0,2010
45.0,20.478049985278478,2,10,Monday,August,0,2011
7.7,1.922745580593444,1,19,Thursday,April,0,2009
4.1,1.077718009191254,1,10,Friday,March,0,2012
6.0,0.911532240514765,1,19,Saturday,May,1,2015
11.0,2.779817370372839,1,12,Wednesday,October,0,2014
6.9,4.041546729716175,1,12,Saturday,December,1,2011
7.5,1.222211246226902,1,8,Thursday,November,0,2012
14.1,7.034746347228978,1,21,Thursday,September,0,2010
11.0,3.0867045540978753,3,21,Thursday,December,0,2014
6.1,0.9771829577000115,1,9,Wednesday,February,0,2012
8.5,2.753652107582464,1,11,Sunday,July,1,2011
5.3,1.2071870981955353,2,15,Saturday,July,1,2012
19.3,7.057423457204612,4,14,Monday,November,0,2009
7.3,2.603234352604685,1,23,Wednesday,May,0,2009
12.1,5.214339117561535,2,15,Monday,November,0,2010
5.5,0.9190860520197345,6,20,Wednesday,September,0,2014
52.0,20.714120164418485,1,6,Friday,March,0,2014
13.0,3.046468781212506,1,18,Friday,April,0,2015
12.5,5.64127748112152,1,2,Thursday,February,0,2011
8.1,7.942423677622361,2,15,Thursday,September,0,2010
2.5,0.035484936748357634,1,19,Tuesday,April,0,2010
9.7,3.4494160040692505,3,22,Wednesday,August,0,2012
8.5,2.788139288584371,2,17,Monday,December,0,2009
7.7,1.9757360240558743,4,20,Tuesday,August,0,2011
12.0,4.95113712600756,1,17,Saturday,December,1,2012
8.9,2.5889734248781395,1,12,Saturday,December,1,2009
8.5,1.7737031390303108,1,22,Friday,June,0,2015
8.5,1.448858635408396,1,10,Thursday,October,0,2012
16.5,5.589650790413328,1,7,Thursday,November,0,2012
6.1,1.413454981664374,1,22,Thursday,July,0,2010
9.5,3.788643135780476,1,22,Monday,December,0,2014
6.5,1.2833722413772322,1,15,Tuesday,May,0,2014
37.83,9.027830332521445,5,15,Friday,February,0,2014
13.5,6.619502704252822,4,15,Friday,November,0,2013
7.5,2.0650319324306707,1,14,Tuesday,November,0,2012
14.0,2.917835333205689,6,8,Monday,July,0,2013
10.1,3.9709407167567212,1,15,Tuesday,July,0,2011
5.0,0.7614552020056751,1,10,Wednesday,April,0,2014
8.1,1.5199952305325557,1,23,Friday,August,0,2012
5.5,1.1996589918028955,1,22,Sunday,March,1,2013
5.0,1.3944603994758265,1,18,Wednesday,April,0,2013
14.0,3.0116106321994263,1,14,Sunday,November,1,2014
9.3,3.470859081990765,1,12,Monday,May,0,2012
5.3,2.1364492720658275,1,9,Monday,April,0,2010
8.1,1.0963382976123364,2,21,Wednesday,July,0,2012
4.6,0.8591784238792174,1,23,Thursday,March,0,2009
6.9,1.7612776320028987,1,16,Wednesday,July,0,2009
84.5,21.70604613207328,2,12,Thursday,January,0,2013
43.3,13.746826979038115,1,14,Friday,January,0,2013
7.7,1.4240533668441566,1,12,Friday,March,0,2012
12.5,3.298042518543286,1,20,Wednesday,April,0,2010
12.33,1.7201358153653707,1,17,Saturday,August,1,2014
6.9,2.130887707082471,1,10,Sunday,February,1,2012
12.1,4.833586527545866,1,23,Thursday,March,0,2011
5.3,1.0525332955556077,1,10,Thursday,November,0,2009
8.5,1.1351658583768016,2,11,Sunday,October,1,2014
14.0,3.4662851880011343,1,20,Wednesday,May,0,2014
14.0,2.9783428399840455,2,15,Friday,October,0,2014
15.5,2.4847830866068095,2,20,Thursday,June,0,2013
7.7,3.0997810017490504,1,19,Wednesday,July,0,2009
12.1,2.4554499457860635,1,16,Tuesday,March,0,2009
4.5,1.145332271155515,1,10,Sunday,November,1,2011
13.7,5.114412260458539,4,13,Saturday,November,1,2009
6.9,2.419784561653712,1,1,Sunday,January,1,2010
4.1,0.655239668289926,1,14,Wednesday,March,0,2011
4.0,0.6193276793572643,1,17,Monday,October,0,2012
4.1,0.8534247548389895,1,23,Tuesday,October,0,2009
5.0,0.8680639061330165,1,7,Tuesday,November,0,2012
10.0,3.207041835129455,1,22,Sunday,April,1,2014
22.5,8.678241508447403,5,7,Thursday,January,0,2013
11.5,3.2093516584558746,2,19,Saturday,October,1,2014
8.5,2.2399603128729346,1,21,Friday,May,0,2009
10.5,2.876718683092793,6,19,Sunday,December,1,2013
13.0,4.233418343841036,1,20,Saturday,May,1,2015
9.5,2.091742422214845,1,14,Saturday,June,1,2014
6.5,2.256962696132089,1,16,Monday,December,0,2013
6.5,1.8814266889029538,1,1,Wednesday,May,0,2009
6.5,0.9812291507756967,1,17,Thursday,January,0,2009
13.0,3.439328775262691,1,15,Friday,April,0,2015
12.0,2.724080825164636,1,16,Sunday,March,1,2015
16.5,6.259235710028399,5,23,Saturday,May,1,2010
7.3,2.2265279189475047,1,17,Monday,August,0,2011
10.9,4.238997264857204,1,0,Monday,March,0,2011
4.9,1.2315101486384403,1,11,Monday,June,0,2009
7.5,0.48266927485271244,2,12,Tuesday,December,0,2014
9.3,2.3076380903873943,1,9,Saturday,November,1,2011
7.5,1.6620420898043406,1,2,Sunday,May,1,2015
9.7,3.804869711598432,4,1,Sunday,July,1,2010
10.1,3.994940397294123,1,14,Wednesday,June,0,2012
8.1,1.7182771034564999,1,11,Saturday,March,1,2012
6.5,1.979263549236351,2,19,Friday,December,0,2010
21.0,7.660717586225028,1,11,Wednesday,August,0,2014
2.9,0.4402677304419853,1,7,Tuesday,July,0,2010
8.0,2.9596628720167737,4,22,Sunday,January,1,2013
9.5,1.2192603580977244,3,13,Sunday,January,1,2015
6.2,1.5197870253992705,1,22,Monday,January,0,2009
4.9,1.5827283871704962,1,7,Tuesday,October,0,2009
10.5,2.3456061794616336,1,11,Thursday,February,0,2014
12.0,3.4626103119616136,4,3,Sunday,July,1,2014
9.5,2.015944454579214,1,17,Friday,September,0,2012
4.5,1.4632442903116738,1,10,Monday,February,0,2009
9.7,2.4513292880075546,5,17,Tuesday,March,0,2011
8.9,1.870400845088585,1,23,Saturday,March,1,2011
6.5,2.2280648536795766,1,11,Wednesday,January,0,2010
7.7,2.1313709489054644,1,12,Sunday,February,1,2010
6.5,1.525003546770209,1,19,Saturday,May,1,2015
6.5,1.4904971689639348,1,21,Sunday,June,1,2010
8.5,2.535728666019644,1,18,Tuesday,June,0,2009
8.5,2.232714623477226,1,10,Tuesday,August,0,2009
9.0,1.5968923440522234,1,7,Friday,November,0,2014
6.5,2.537055102125539,1,3,Saturday,November,1,2011
27.47,7.5195472820912554,1,19,Monday,November,0,2010
5.0,1.2193070405296171,1,2,Saturday,October,1,2012
57.33,20.923897491537712,4,19,Thursday,March,0,2014
55.0,12.960553752092194,2,12,Monday,March,0,2015
10.5,2.824917119801994,2,17,Saturday,June,1,2014
8.5,3.812499445945157,1,23,Friday,January,0,2010
8.9,2.1973067784819453,1,14,Saturday,September,1,2010
4.5,1.215823463488008,1,17,Monday,September,0,2010
6.5,1.1367011072271118,1,12,Wednesday,December,0,2014
57.33,19.309586031016586,1,18,Saturday,November,1,2014
10.5,2.692513005641167,1,18,Monday,December,0,2013
7.3,1.5089030029163837,1,13,Thursday,March,0,2012
9.0,0.9664011813808631,1,12,Wednesday,January,0,2013
40.0,18.268295525843133,1,0,Saturday,March,1,2015
6.1,1.9012485103601322,1,14,Sunday,July,1,2012
9.5,3.715045707482338,1,21,Friday,January,0,2015
8.9,4.571619650028021,2,17,Sunday,August,1,2009
11.5,4.613103421981659,4,21,Monday,September,0,2013
5.5,0.7965029855286241,1,7,Monday,July,0,2013
11.0,3.7376700404789687,1,7,Monday,May,0,2013
19.5,5.837274795903901,3,21,Sunday,August,1,2014
10.1,3.622569585447635,1,11,Thursday,August,0,2012
10.0,2.2219991027285886,1,13,Wednesday,February,0,2014
4.9,1.2994355055828732,1,2,Monday,March,0,2011
7.3,2.1415788316999786,1,4,Saturday,July,1,2009
11.3,2.7906635476329766,1,22,Thursday,April,0,2011
7.7,2.9643797406709846,1,11,Tuesday,February,0,2011
14.5,3.347192397179266,4,10,Wednesday,July,0,2013
7.5,2.237656639942197,1,12,Friday,September,0,2014
15.8,4.189397620852526,1,3,Monday,March,0,2009
14.5,6.586154844403092,1,21,Friday,May,0,2011
8.9,2.7975361744225453,2,1,Saturday,November,1,2009
4.9,1.658421262389611,1,10,Sunday,June,1,2012
17.3,7.548146864750639,1,21,Sunday,February,1,2011
40.3,9.024391912833122,2,23,Sunday,December,1,2012
4.5,1.142833557059181,2,11,Thursday,January,0,2010
5.7,0.1811881297858572,1,4,Saturday,April,1,2011
9.0,3.0101517458497327,1,14,Saturday,July,1,2014
13.5,3.6583725225760637,5,18,Wednesday,October,0,2012
10.5,2.5104557656235604,6,15,Thursday,June,0,2013
7.7,2.1016278532301755,1,20,Friday,January,0,2012
7.7,2.3892368516069578,1,13,Sunday,October,1,2011
3.7,0.7086449189350477,3,23,Tuesday,December,0,2010
3.7,1.0230468905792496,2,8,Tuesday,December,0,2010
8.5,2.76894935196355,1,13,Tuesday,June,0,2010
16.9,8.105770772505316,1,8,Thursday,July,0,2009
5.3,1.27708510999177,5,14,Tuesday,April,0,2011
3.0,0.24779946240077771,1,17,Monday,October,0,2014
9.7,2.482332813792863,1,4,Sunday,March,1,2012
22.83,6.714015198183439,1,23,Thursday,January,0,2015
6.5,1.76991906931934,1,8,Monday,March,0,2012
4.5,0.7605796666545636,1,12,Monday,May,0,2009
6.5,2.669073159604729,1,16,Friday,July,0,2009
11.3,3.8202047989506402,1,8,Monday,February,0,2009
10.1,3.9811294715037127,1,20,Saturday,December,1,2010
8.5,2.68140694428669,1,19,Wednesday,March,0,2014
4.0,0.6470373802591114,1,1,Wednesday,December,0,2012
7.7,2.0114352716761994,1,18,Thursday,July,0,2010
21.5,7.1817630525953575,3,0,Thursday,November,0,2013
22.5,8.077096120838226,1,20,Saturday,March,1,2010
6.9,2.332852054332606,1,20,Thursday,August,0,2010
8.9,2.4281413726720458,1,14,Thursday,January,0,2010
6.0,0.7632750801175593,1,15,Friday,March,0,2014
8.0,1.3443900566821074,1,10,Tuesday,June,0,2014
2.5,0.010085731739557647,1,23,Wednesday,May,0,2011
38.9,17.551908754581053,1,8,Friday,August,0,2009
6.0,1.2333283615722923,1,15,Tuesday,October,0,2013
8.1,2.4673459229455195,1,14,Saturday,June,1,2011
11.0,4.872043856485563,1,8,Sunday,May,1,2013
8.9,2.4336496596080197,1,18,Thursday,September,0,2009
7.3,2.372455828377493,5,1,Tuesday,November,0,2010
14.5,5.3687741281971855,1,17,Thursday,October,0,2010
7.0,1.9422074058158132,5,11,Monday,October,0,2013
5.0,0.6643780062937606,1,11,Monday,March,0,2013
4.5,0.8594960016057831,1,10,Thursday,March,0,2009
6.9,2.5559312123271067,1,22,Saturday,January,1,2011
23.7,10.656061882363288,1,16,Saturday,November,1,2009
7.3,2.7707485374073775,1,15,Wednesday,March,0,2010
52.0,21.453762474270533,1,13,Friday,June,0,2015
6.5,1.23463533450692,1,15,Saturday,January,1,2013
5.7,2.3055156601805464,1,18,Sunday,March,1,2010
6.5,1.5185781931061448,1,6,Sunday,March,1,2011
28.67,11.526248293856598,1,16,Saturday,November,1,2010
5.0,1.1844439365207973,1,11,Sunday,June,1,2013
12.9,5.167035121484047,1,12,Thursday,March,0,2010
8.0,1.6127968500821457,1,1,Friday,October,0,2013
7.7,1.679498792580662,1,8,Wednesday,June,0,2009
4.5,0.5877808946081052,3,15,Saturday,February,1,2010
19.0,7.74042056865911,5,11,Sunday,January,1,2013
6.5,2.000781439949251,1,22,Friday,April,0,2015
9.5,2.99432901126458,2,0,Sunday,January,1,2015
14.1,3.05675839683338,1,0,Thursday,July,0,2010
6.5,1.0982930675050815,1,13,Friday,November,0,2014
6.5,0.885631291824445,1,18,Friday,September,0,2013
6.1,2.2191566090754526,1,22,Wednesday,April,0,2010
10.1,3.323717041535787,1,22,Thursday,October,0,2009
5.0,0.6611369960543779,1,0,Sunday,September,1,2012
6.5,1.2768370774088844,1,19,Tuesday,April,0,2014
4.1,0.6160036707796316,1,12,Monday,May,0,2010
3.7,0.9333046426950873,1,10,Sunday,September,1,2009
14.9,3.757900576331041,1,18,Tuesday,May,0,2011
20.1,10.12472325488554,2,20,Sunday,January,1,2010
49.57,3.89506196701889,1,15,Tuesday,September,0,2010
10.5,4.285107044163111,2,0,Thursday,April,0,2012
19.0,6.12579031060171,1,9,Tuesday,February,0,2014
8.5,0.8807248120763208,1,17,Wednesday,February,0,2013
6.0,1.2284529828859427,1,15,Saturday,July,1,2013
18.0,4.105261863215834,4,14,Tuesday,July,0,2014
42.0,14.849968771423162,1,14,Wednesday,August,0,2013
6.0,1.938128066833089,1,8,Saturday,February,1,2013
9.5,1.7686283706551897,1,12,Thursday,November,0,2012
9.3,4.44672084250032,1,6,Monday,October,0,2010
5.3,1.409130077740966,1,20,Friday,July,0,2009
45.0,18.947553759140984,1,11,Thursday,July,0,2014
7.5,1.0121570460170677,1,20,Thursday,October,0,2014
4.9,0.7344550131278867,1,12,Saturday,January,1,2009
11.7,3.7704234731799073,3,8,Tuesday,August,0,2012
7.7,1.3556089444729116,3,12,Tuesday,May,0,2012
6.5,1.6377719129360422,3,23,Thursday,January,0,2014
7.3,1.2320587219162995,1,7,Thursday,December,0,2010
4.5,1.1509694284086651,1,7,Saturday,August,1,2014
7.7,0.9117769649998202,1,9,Tuesday,July,0,2012
5.7,1.6834260145522009,3,19,Monday,February,0,2012
10.1,1.3141410232960484,1,17,Wednesday,September,0,2010
9.3,2.3777336126075226,2,18,Monday,June,0,2011
7.0,2.25734093264502,2,2,Thursday,June,0,2013
21.0,8.857405575254022,1,3,Tuesday,August,0,2013
9.7,3.71230534623952,2,14,Saturday,March,1,2012
5.5,1.0739504771130124,1,1,Saturday,September,1,2013
5.5,1.6511872072055156,2,14,Sunday,November,1,2012
10.9,4.497273620465045,2,15,Saturday,October,1,2009
5.5,0.8112362502349634,1,8,Monday,February,0,2015
8.0,0.9250568393307813,1,16,Tuesday,November,0,2013
26.67,1.0911380133297741,1,10,Monday,April,0,2010
13.0,2.1099145489732627,1,11,Monday,April,0,2013
30.67,8.77677515812061,1,11,Monday,April,0,2010
8.5,2.4208963346286048,2,10,Friday,January,0,2009
10.5,1.3553987954151274,5,8,Tuesday,September,0,2013
6.5,1.391239528787416,1,9,Wednesday,February,0,2009
5.5,0.8097355271680262,1,19,Tuesday,January,0,2014
3.5,0.6509590349613946,1,0,Monday,March,0,2015
7.0,1.567082045504372,1,23,Friday,April,0,2013
9.7,3.5310226866883023,1,14,Friday,March,0,2012
5.3,1.3595708903690413,1,9,Sunday,March,1,2009
12.5,4.663944867785122,1,18,Sunday,March,1,2009
19.0,4.454127654709988,6,20,Monday,May,0,2013
24.0,9.6787639377844,1,4,Sunday,November,1,2013
3.7,0.851784200719559,1,17,Wednesday,April,0,2012
12.1,3.7547904729135415,1,20,Saturday,January,1,2010
6.1,2.121052919274211,1,7,Wednesday,March,0,2012
7.3,2.6841643001035935,5,19,Wednesday,August,0,2011
4.5,0.950566987272084,1,14,Saturday,December,1,2011
17.7,10.058499983357567,1,17,Monday,October,0,2011
10.0,2.777561069818458,1,23,Tuesday,December,0,2013
6.9,1.061716780629834,4,12,Thursday,August,0,2009
10.5,2.490020395334431,1,9,Friday,October,0,2012
6.9,2.625375851886788,1,20,Monday,November,0,2010
12.1,4.325334669608131,1,9,Tuesday,June,0,2009
9.3,2.7079379011100126,1,0,Sunday,May,1,2011
12.0,2.1022394982483217,2,17,Saturday,November,1,2014
11.5,2.171991404772634,1,11,Monday,April,0,2015
4.1,1.2420496866096555,1,11,Friday,October,0,2011
16.0,3.770700589071269,1,16,Monday,November,0,2014
9.0,2.9278342575066496,1,19,Thursday,March,0,2015
5.7,1.346215744713941,3,20,Thursday,October,0,2011
7.7,1.686019606828057,3,14,Wednesday,April,0,2009
6.9,2.5253625232326677,1,5,Wednesday,May,0,2012
4.9,1.235921557910945,1,8,Sunday,April,1,2011
15.0,4.9216979049511735,1,21,Wednesday,November,0,2012
4.0,0.6849627045429686,1,10,Monday,September,0,2014
4.5,1.313579774405824,2,14,Thursday,June,0,2012
8.1,2.766898517261425,4,21,Friday,November,0,2009
4.5,0.5950639555929735,1,12,Sunday,February,1,2009
6.1,1.7833910460502613,1,19,Thursday,May,0,2010
10.5,3.707288626955541,5,7,Thursday,April,0,2009
8.0,0.35985524539641894,1,9,Monday,April,0,2015
3.7,0.46551531869418855,1,20,Wednesday,April,0,2012
21.5,6.246698475876929,1,23,Saturday,May,1,2015
5.0,0.8438219530098893,1,7,Monday,April,0,2013
6.9,3.0020726839182608,1,11,Sunday,January,1,2009
8.5,2.2498339487913612,1,3,Sunday,February,1,2014
9.7,3.873832567281517,1,15,Tuesday,September,0,2009
5.7,1.552460662041545,1,20,Monday,November,0,2010
7.3,0.45408699465837926,3,19,Friday,November,0,2011
49.57,20.03347532822828,2,8,Sunday,May,1,2010
5.3,1.5694442391575933,5,22,Sunday,May,1,2010
6.1,2.4385044197496355,1,12,Saturday,April,1,2011
9.3,2.4719953677120032,2,2,Friday,March,0,2011
5.7,1.0909150943325117,2,12,Saturday,August,1,2011
36.83,9.877467246610852,2,6,Saturday,June,1,2013
5.7,1.1253422462640126,1,8,Tuesday,February,0,2009
7.7,2.5320376227240167,5,13,Wednesday,August,0,2010
6.5,0.5488660745821847,3,21,Saturday,March,1,2015
5.3,1.2114010827207473,1,16,Monday,November,0,2011
5.0,1.3575871565606166,1,17,Thursday,December,0,2013
6.5,1.649820631515349,1,12,Thursday,March,0,2009
11.5,3.2441248297071232,1,17,Monday,November,0,2012
16.0,5.098096434824003,1,11,Friday,May,0,2015
7.7,1.9969795311547514,1,16,Monday,May,0,2011
7.5,1.637709383835973,5,17,Sunday,July,1,2013
5.3,1.0108060901164866,1,0,Saturday,March,1,2011
4.1,0.9105833076332174,1,19,Wednesday,March,0,2012
6.5,1.2747723172613201,1,7,Friday,March,0,2013
5.0,1.1118683892246808,1,14,Monday,February,0,2014
8.5,1.5329090274325246,1,14,Thursday,October,0,2014
7.5,0.972703302393058,1,1,Friday,January,0,2015
4.5,0.7387152312719795,1,11,Wednesday,April,0,2015
10.0,1.2805833377112956,2,13,Tuesday,January,0,2014
9.5,1.8273691547668292,1,15,Friday,October,0,2012
7.7,1.0380908119140064,1,17,Wednesday,August,0,2012
3.7,0.8524687264481617,2,16,Sunday,January,1,2012
4.0,0.9478334295895477,1,10,Thursday,August,0,2013
9.5,1.3109863508469786,1,16,Saturday,June,1,2015
5.3,0.7681986279091608,1,9,Wednesday,October,0,2011
5.7,1.877849523053456,3,15,Friday,March,0,2011
13.3,3.234063220691027,1,17,Wednesday,June,0,2010
